Title,URL,Description
Breast cancer gene linked to Orkney islands,https://www.bbc.com/news/uk-scotland-highlands-islands-64951429,"['A gene variant which is known to increase the risk of breast and ovarian cancer has been identified in people with Orkney heritage.', 'A new study suggests one in 100 people with grandparents from Orkney has a specific mutation of the BRCA1 gene.', 'It found that most of them could trace their family ancestry back to the island of Westray.', 'It is believed to be the first time a geographic ancestral link of this kind has been made within the UK.', 'The researchers also discovered the specific Orkney gene variant in smaller numbers in genetic testing across the UK and even in the US.', 'Previous research has found that women from certain ethnic backgrounds, such as Ashkenazi Jews, also have a high rate of a specific BRCA gene variant.', 'Across the UK about 1 in 1,000 people have a BRCA1 mutation, which can leaves women at a higher risk of ovarian and breast cancer.', 'The BRCA genes are present in every person, both men and women, but when a fault occurs in one of them it can result in DNA damage and lead to cells becoming cancerous.', 'People with a genetic variant have a 50% chance of passing it on to their children.', 'Awareness of the faulty gene was raised a decade ago when Hollywood actress Angelina Jolie underwent a double mastectomy after discovering she had a BRCA1 variant.', 'The operation was said to reduce her chances of getting breast cancer from 87% to 5%.', 'However the NHS advises that risk-reducing surgery is not the only option.', 'It also advises awareness of changes to breasts, annual breast screenings and MRI scans can help detect breast cancer, while lifestyle changes like healthy eating and exercise can ""sometimes reduce risk"".', 'There is currently no reliable screening test for ovarian cancer, it adds.', 'Identifying this variant - BRCA1 V1736A - is the result of 25 years of clinical research by Prof Zosia Miedzybrodzka, the director of the NHS Grampian Clinical Genetics service.', 'Back then the breast cancer screening centre started to detect an increase in the number of families they were seeing and wanted to know why.', 'As genetic testing grew, the team saw the same gene variant appearing time after time and became suspicious of its significance.', 'Speaking to patients about their ancestry helped make the link to Westray, an outer Orkney island with a population of just 600.', 'BRCA1 V1736A is likely to have arisen in a founder individual from Westray at least 250 years ago.', 'So far 37 women of Orcadian heritage with the variant have been identified.', ""Some won't ever go on to develop cancer but others have chosen to have risk-reducing surgery."", ""There are 20 people found to have the gene variant who don't yet know they carry it."", 'They were among more than 2,000 volunteers who gave genetic data to the Orcades (Orkney Complex Disease Study) study.', 'The design of the study at the time meant information would not be disclosed.', 'The team behind it have now asked the Research Ethics Committee for permission to contact the women identified to tell them they have the BRCA1 gene variant.', 'Prof Jim Wilson of the University of Edinburgh, who ran the study, said: ""In a person here on this island hundreds of years ago this variation happened in a BRCA 1 gene and now we are finding many descendants both in Westray and further afield in Scotland and beyond.', '""I think this is the most significant thing that I have ever really discovered. Its going to have immediate benefit to society at large.""', 'Former nurse Linda Hagan was born on Westray and has lived there most of her life.', 'Her parents and grandparents and most of her ancestors were also from the island.', 'Linda, 69, told the BBC that her younger sister died of breast cancer four years ago.', 'She should get the results of her genetic screening shortly.', 'Linda has three daughters and said it would be tough to think she might have passed the gene variant to them.', '""But it is important that we know and hopefully something can be done about it,"" she said.', 'The latest research from the Universities of Aberdeen and Edinburgh was published in the European Journal of Human Genetics.', 'The study looked back at the 80 grandparents of the BRCA1 variant carriers identified in the Orcades genetic study and found 60% were from Westray.', 'Further ancestral links to the island went back to the early 18th century.', 'The Orkney population is just 22,000 but there are people with a shared ancestry around the world and the researchers said they should be offered a targeted test for the variant.', 'Currently in Scotland the test is available to those who know of a direct family connection to the gene or have a history of ovarian or breast cancer in their family.', 'Planning is under way for a small pilot trial that will offer testing to anyone living in Westray with a Westray-born grandparent, regardless of a family history.', 'If the pilot is successful, the long-term aim is to offer the test to everyone in Scotland with a Westray-born grandparent who wants it.', 'NHS Grampian genetics clinic is running a helpline for queries about the gene variant linked to breast and ovarian cancer for those who have grandparents from Orkney. The number to call is 01224 553940. Email inquiries can be directed to gram.orkBRCAgene@nhs.scot', 'GPs will not be able to assist with gene testing and any questions about this research and next steps should be directed to the helpline.']"
TikTok: UK ministers banned from using Chinese-owned app on government phones,https://www.bbc.com/news/uk-politics-64975672,"['British government ministers have been banned from using Chinese-owned social media app TikTok on their work phones and devices on security grounds.', 'The government fears sensitive data held on official phones could be accessed by the Chinese government.', 'Cabinet Minister Oliver Dowden said the ban was a ""precautionary"" move but would come into effect immediately.', ""TikTok has strongly denied allegations that it hands users' data to the Chinese government."", 'Theo Bertram, the app\'s vice-president of government relations and public policy in Europe, told the BBC it believed the decision was based on ""more on geopolitics than anything else"".', '""We asked to be judged not on the fears that people have, but on the facts,"" he added.', 'The Chinese embassy in London said the move was motivated by politics ""rather than facts"" and would ""undermine the confidence of the international community in the UK\'s business environment"".', 'Mr Dowden said he would not advise the public against using TikTok, but they should always ""consider each social media platform\'s data policies before downloading and using them"".', 'Prime Minister Rishi Sunak had been under pressure from senior MPs to follow the US and the European Union in barring the video-sharing app from official government devices.', 'But government departments - and individual ministers - have embraced TikTok as a way of getting their message out to younger people.', 'Use of the app has exploded in recent years, with 3.5 billion downloads worldwide.', 'Its success comes from how easy it is to record short videos with music and fun filters, but also from its algorithm which is good at serving up videos which appeal to individual users.', 'It is able to do this because it gathers a lot of information on users - including their age, location, device and even their typing rhythms - while its cookies track their activity elsewhere on the internet.', ""US-based social media sites also do this but TikTok's Chinese parent company ByteDance has faced claims of being influenced by Beijing."", ""Downing Street - which last posted a TikTok video of Larry the Cat predicting football results - said it would continue to use TikTok to get the government's message out. It said there were exemptions to the ban under some circumstances."", 'Some politicians are also reluctant to give up the TikTok habit, despite the security warnings.', 'Cabinet minister Grant Shapps - an enthusiastic TikTokker - reacted to the ban by posting a clip from the film, Wolf Of Wall Street, in which Leonardo DiCaprio, playing a New York stockbroker, uses a series of expletives and declares: ""The show goes on"".', 'Mr Shapps called the ban ""sensible"", but added: ""I\'ve never used TikTok on government devices and can hereby confirm I will NOT be leaving TikTok anytime soon!""', 'Ministers have not been banned from using the site on their personal phones - just their work devices.', 'But Nadine Dorries - who experimented with TikTok videos when she was culture secretary - said she would be deleting the app from her personal phone, adding: ""I think all MPs should do likewise.""', 'Hours before the ban was announced the Ministry of Defence (MoD) uploaded a video of a Challenger 2 tank, a type being supplied to Ukraine, to its TikTok account.', 'The MoD said it would continue to use the app ""to promote the work of the Armed Forces and to communicate our support to Ukraine"". The department\'s sensitive data is ""held on a separate system"", it added.', 'The Welsh government has also banned TikTok from the work phones of ministers and civil servants.', 'In Edinburgh, a spokesperson for the Scottish government said officials were liasing with the Cabinet Office ""as we consider the need for further action"".', 'In a statement earlier, TikTok said the UK government\'s decision was based on ""fundamental misconceptions"".', '""We remain committed to working with the government to address any concerns but should be judged on facts and treated equally to our competitors,"" a spokesman added.', 'A handful of Western journalists were found to have been tracked by ByteDance employees. ByteDance says they were fired.', ""A US TikTokker shared a video criticising the Chinese government's treatment of the Uighur Muslims, and it was taken down. TikTok said this was a mistake."", ""This has added to the nervousness of governments and security specialists - despite the firm's consistent denials."", 'The Chinese state demands loyalty from all businesses based in the country and nobody really knows to what extent ByteDance might be pushed to comply with demands for data.', 'The United States barred TikTok from official devices in December, and the European Commission followed suit last month. Canada, Belgium and India have taken similar action.', 'New Zealand on Friday also issued a ban on government devices.', 'China has accused the US of spreading disinformation and suppressing TikTok amid reports the White House wants its Chinese owners to sell their stakes in the firm.', 'TikTok insists it does not share data with Chinese officials, but Chinese intelligence laws requires firms to help the Communist Party when requested.', 'Western social media apps such as Facebook, Instagram and Twitter are blocked in China.']"
Poland to send four fighter jets to Ukraine 'in coming days',https://www.bbc.com/news/world-europe-64975770,"['Poland will send four Soviet-era Mig fighter jets to Ukraine - becoming the first Nato country to send planes since Russia invaded last year.', 'Polish President Andrzej Duda said they would be sent in the coming days, with others handed over in the future.', ""Though a welcome boost to Ukraine's air defence, the extra jets are not expected to be decisive in the war."", ""The deputy speaker of Ukraine's parliament Olena Kondratyuk said she hoped more countries would follow."", 'Other Nato countries are considering sending the Soviet-era planes, which Ukrainian pilots are trained to fly.', 'Ukraine has previously asked Western countries for modern fighter jets, such as the F-16.', 'The UK is training Ukrainian pilots on Nato-standard aircraft. But because of the long training times, it has warned that supplying Western jets would only ever be a long-term option.', 'President Biden has previously ruled out sending jets from the US to Ukraine.', ""At the start of Russia's full-scale invasion, Ukraine was believed to have around 120 combat capable aircraft - mainly ageing Mig-29s and Su-27s."", 'President Duda said Poland still had around a dozen Soviet-era Mig 29 aircraft in operation.', 'Ukrainian MP Kira Rudik told the BBC: ""We need them to strengthen our air defence systems and to help our army in the spring counter-offensive.', '""It\'s also a good sign to everybody that getting fighter jets to Ukraine is not something unspeakable or surreal - that this is something that can happen; that the only thing that is needed to make it happen is political will.""', 'Yuriy Sak, an adviser to the Ukrainian defence minister, told the BBC the Polish jets would be used ""very efficiently by our air force"".', 'He said in the past 24 hours, the existing Ukrainian air force had carried out 16 air strikes on Russian personnel and equipment. But he stressed that Ukraine wanted ""fourth generation"" jets, such as F-16s.', '""They are more universal platforms, they are more capable and of course they will make Ukrainian air forces more efficient,"" he said.', 'Poland is a strong ally of Ukraine one of the largest suppliers of military equipment. It is currently replacing its old Soviet-era planes with newer American and Korean models.']"
"Libya uranium: Missing barrels recovered, say eastern forces",https://www.bbc.com/news/world-africa-64981875,"['Armed forces in eastern Libya say they have found about two and a half tonnes of uranium ore that were reported missing by the International Atomic Energy Agency.', ""Ten drums containing the ore were found near the border with Chad, said the head of the forces' media unit."", 'The IAEA said it was ""actively working to verify"" media reports.', 'The agency sounded the alarm after a visit by its inspectors earlier this week to the undisclosed site.', 'The area was not in government-controlled territory.', 'Uranium is a naturally-occurring element that can have nuclear-related uses once it has been refined, or enriched.', 'The uranium which went missing could not be made into a nuclear weapon in its current state, but could be used as the raw material for a nuclear weapons programme, experts told the BBC.', 'In December 2003, under then-military ruler Col Muammar Gaddafi, Libya publicly renounced nuclear, biological and chemical weapons.', 'But since Col Gaddafi was deposed in 2011, the country has been divided into competing political and military factions.', 'It is now split between an interim, internationally recognised government in the capital, Tripoli, and another one in the east.', 'Neither is in control of the south, where the uranium was taken from.', ""Thursday's statement on finding the drums came from the self-styled Libyan National Army (LNA), the military force that backs the unrecognised eastern Libyan administration."", 'The LNA is a coalition of military units, local, tribal and Salafi militias, led by Field Marshal Khalifa Haftar, a veteran officer who took part in the coup that brought Col Gaddafi to power in 1969.', 'The LNA said the containers of uranium had been found about five kilometres (three miles) from where they had been stored in southern Libya.', 'The IAEA says the site had been difficult to reach in recent times.', 'Inspectors had wanted to visit the location last year, but the trip had to be postponed because of fighting between rival Libyan militias.', ""Many foreign governments and groups have been vying for influence in Libya since Nato-backed forces overthrew Col Gaddafi. They include Russia's Wagner Group which backs the LNA."", 'The oil-rich country is largely lawless and has previously been described as an ""arms bazaar"".', 'In 2013, the UN reported that weapons smuggled out of Libya were fuelling conflicts in other parts of Africa and the Middle East.', 'The uranium that went missing was in a kind of concentrate known as ""yellow cake"" and ""doesn\'t really have any radiation in its current form"", said Scott Roecker from the Nuclear Threat Initiative, a global security organisation working on nuclear issues.', 'He told the BBC\'s Newsday programme it could be used as ""feedstock"" for a nuclear weapons programme.', 'Mr Roecker also suggested that it could potentially be used for other purposes, such as nuclear energy, but pointed out that countries would normally buy material for that on the open market.', '""Perhaps it was stolen by someone who wants to make a profit out of this? There\'s a lot of scenarios around this,"" he said.', 'Additional reporting by Bassam Bounenni, BBC Arabic North Africa correspondent']"
The revolution underway in India's diamond industry,https://www.bbc.com/news/business-64783843,"[""Chintan Suhagiya is only 26, but already has seven years experience working in India's diamond industry."", ""Starting out, he ferried diamonds around his company, based in the world's diamond polishing capital, Surat in western India."", 'But over the years he learnt how to inspect diamonds and now he grades their quality, using specialist equipment.', 'His career has been transformed by a seismic shift in the diamond industry. Until two years ago, all the diamonds he inspected were natural - pulled from the ground at diamond mines.', 'Now he works with diamonds grown in special machines, part of the industry that barely existed 10 years ago but, thanks to improved technology, has seen explosive growth.', 'Lab-grown diamonds (LGDs) so closely resemble natural diamonds that even experts have to look closely.', '""No naked eye can tell the difference between natural and lab-grown diamonds,"" says Mr Suhagiya.', '""The natural diamonds and lab-grown diamonds are so similar that once, even after a lab test there was a confusion about the origin of a diamond. The diamond had to be tested twice to make sure that it was a lab-grown,"" he says.', 'Natural diamonds are formed at great heat and pressure deep underground and, since the 1950s, scientists have been trying to recreate that process above ground - resulting in two techniques.', 'The High Pressure High Temperature (HPHT) system is where a diamond seed is surrounded by pure graphite (a type of carbon) and exposed to temperatures of about 1,500C and pressurised to approximately 1.5 million pounds per square inch in a chamber.', 'The second process is called Chemical Vapour Deposition (CVD) and involves putting the seed in a sealed chamber filled with carbon-rich gas and heating to around 800C. The gas sticks to the seed, building up a diamond atom by atom.', ""While those techniques emerged in the late 20th Century, it's only in the last 10 years that the process has been refined so that lab-grown diamonds can be made at the right price and quality to be sold as jewellery."", '""In the beginning, it was harder, because there were very few machines and very few scientists able to do it... over the last seven years, as more expertise became available in the market, we\'ve seen really big growth,"" says Olya Linde, a Zurich-based partner with Bain and Company\'s Natural Resources practice.', 'Ms Linde says that since the early 2000s the cost of producing lab-grown diamonds has halved every four years.', 'These days, a one carat diamond - a popular size and common in engagement rings - made in a lab would be around 20% cheaper than its naturally-formed equivalent.', 'Those falling costs have attracted entrepreneurs.', 'Snehal Dungarni is the chief executive of Bhanderi Lab Grown Diamonds, which he started in 2013. It uses the CVD process to make diamonds.', '""We are able to monitor the growth of the diamond, atom by atom, at the highest degree of purity.', '""Comparatively they are cost and time-effective and save mining and extraction costs - making them human and environmentally kind,"" he says.', ""India has long played a key role in the diamond industry - it's estimated that nine out of 10 of the world's diamonds are polished in Surat."", 'Now the government wants India to become a key player in the lab-grown diamond business.', 'The nation already produces around three million lab-grown diamonds a year, accounting for 15% of global production, according to the Ministry of Commerce and Industry. China is the other big producer, with a similar market share.', 'In January, in an effort to boost the sector further, the Indian government abolished a 5% tax on imported diamond seeds and announced funding to help India develop its own diamond seed production.', '""As global prosperity increases, the demand for diamonds will increase,"" says Vipul Bansal, joint secretary at the Ministry of Commerce.', 'More technology of business:', ""With 30 years in the traditional diamond industry, Hari Krishna Exports is India's leading producer of cut and polished diamonds."", 'But this year director Ghanshyambhai Dholakia founded a lab-grown diamond business.', '""In the next three to four years, we will see a massive demand and growth in lab-made diamonds,"" he predicts.', 'But will the new business take market share from his traditional diamond business?', '""Both natural and lab-made diamonds cater to different consumer segments. And demand exists in both segments,"" says Mr Dholakia.', '""LGD has opened a new consumer market - middle class in India - who have money and will be able to afford a lab-grown diamond,"" he says.', 'It might take some time for that market to take off in India, though. Most LGDs made in India are exported to the US.', '""The Indian market is still not ready, so we as council are promoting exhibitions and events to create a place for LGDs. In three to four years India will be ready,"" says Shashikant Dalichand Shah, chairman of the Lab Grown Diamond and Jewellery Promotion Council.', 'Mr Shah is chairman of Nine Diam, a diamond trading company founded by his great grandfather.', 'He agrees that manufactured diamonds will have a very different place in the market from those that have been mined.', '""A diamond made in a laboratory or a factory is an artificial diamond. So a buyer who knows and loves diamonds will always go for a real diamond,"" he says.', 'He adds that the relative scarcity of natural diamonds means they will hold their value better.', '""Lab-grown diamonds lose their value after buying, whereas in a natural diamond 50% of the value is retained after buying,"" he says.', 'While that may be the case, lab-grown diamonds offer jewellery designers greater flexibility.', '""Natural diamonds are so expensive you always want to maximise the diamond from the natural stone. Lab-grown diamonds you can design as you want,"" says Ms Linde.', '""We\'ve seen jewellery where they have cut holes in the diamonds so they dangle and sparkle more.""', ""The world's biggest jeweller, Denmark's Pandora, is switching to lab-grown diamonds. Explaining the move in 2021, the company's chief executive said it would broaden the market for diamonds and make his business more environmentally friendly."", 'Back in Surat, Chintan Suhagiya is happy with his move into the LGD industry, and thinks many others will find work in the sector.', '""The lab-diamond industry is going to provide jobs to millions. This will be an unstoppable industry,"" he says.']"
No title found!,https://www.bbc.com/news/world_radio_and_tv,[]
Abhimaan: A Bollywood marital drama that's relevant even after 50 years,https://www.bbc.com/news/world-asia-india-64813501,"['As the 1973 Bollywood hit film Abhimaan, with superstar Amitabh Bachchan and his wife Jaya in the lead, turns 50 this year, the BBC examines the enduring charm and impact of this movie.', 'Amitabh Bachchan is best-known for his role as the angry young man of Bollywood who starred in such iconic films as Deewar, Zanjeer and Sholay.', 'But many consider Abhimaan (Pride) - the musical drama about the fragility of human relationships - to be among his finest roles.', 'The actor plays a popular singer who convinces his new wife to join him on stage, but his ego is hurt and jealousy takes over when she outshines him.', 'Director Hrishikesh Mukherjee paired Bachchan with his wife Jaya - the couple were in love and had married just a month before its release - and she won the prestigious Filmfare Award for Best Actress for her performance.', 'Abhimaan, which completes half a century in July, has a special significance for me - it was the first-ever Bachchan film I saw and it remains my favourite of all his films even today.', ""It was among more than half a dozen Bachchan films to release that year. The list included Saudagar, which was India's official Oscar entry that year, and Zanjeer, the blockbuster which established him as India's top action hero."", 'But film critic and author Saibal Chatterjee told the BBC that ""Abhimaan was the most talked about film of the year"" and ""his biggest hit that year"".', 'Fans visited cinemas in droves, entire families including parents and young children packed theatres, crowding the matinee and evening shows.', 'Theatre actress and a self-confessed ""huge Bachchan fan"" Monisha Bhaskar says the ""evergreen story"" of the envious husband unhappy at the success of his wife touched a chord with the audiences ""because it is rooted in reality"".', '""Abhimaan\'s story was very believable because ego often comes between a couple, especially in a society like India where most men are uncomfortable with their wives doing better.""', '""Ironically,"" she says, ""it was he who first encouraged her to sing, but then couldn\'t handle it when she became more popular than him. But she was not competing with him, she was just more gifted.""', 'Ms Bhaskar, who was four when her parents took her to watch the film when it released, in a Delhi cinema, has revisited it several times since.', '""Of course I didn\'t understand it the first time, but I enjoyed the music and the songs. I\'ve watched it many times since then and I\'ve loved it each time a bit more,"" she told me.', 'Ms Bhaskar considers the role to be among ""Bachchan\'s finest performances"" and says that Jaya, as the suffering wife, was ""very believable"" and the ""music was fabulous and the songs took the story forward"".', ""Over the years, Abhimaan has won high praise from fans, critics and Bachchan couple's colleagues in the film industry."", 'Filmmaker Karan Johar has called it ""one of my favourite films"" and says he cries ""every time I see it"". A few years back, actress Vidya Balan confessed to watching it for the ""nth time"" and described it as a ""timeless"" film. In December 2022, the Kolkata International Film Festival kicked off with this classic.', 'Bachchan himself has spoken fondly about Abhimaan, describing it as ""the film that brought Jaya and me together for a most memorable creative in our respective careers"" and said that its songs still ""remain haunting and a dream for many"".', 'Mr Chatterjee says Abhimaan will always be discussed as ""a high point"" of Bachchan\'s career because it was ""a film where he was not just made to fit the masculine, angry young man template"".', '""This was one role that showed a side of him which was different. He played a very real hero, a real man prone to insecurities and jealousies. And it demonstrated his versatility as an actor, it showed that he could play any role that a director wrote for him.""', 'The enduring charm of the film, he says, is also because Bollywood marital dramas ""often tend to be very shrill and loud"", but Abhimaan was different, ""it was very subtle and had an understated quality to it"".', 'Over the years, many have speculated whether the film was based on the relationship of its stars - Jaya was already an established actress while Bachchan was a newbie in Bollywood. Comparisons have also been made with sitar maestro Ravi Shankar and his first wife Annapurna Devi, an equally talented sitarist.', 'But director Mukherjee denied those links - instead, he said his film was based on the life of legendary Bollywood singer Kishore Kumar and his first wife Ruma Devi, a successful actress and singer in Bengali film industry.', '""Ruma was no less talented and since Kishore had a bit of a struggle early in his career, he was always conscious of her gifts as a performer,"" Mukherjee told an interviewer.', 'Although Mukherjee never acknowledged it, his film has also drawn comparisons with A Star is Born - the story of the insecure husband has been adopted by Hollywood four times, from its first outing in 1937 to the latest version in 2018 starring Lady Gaga and Bradley Cooper.', 'Mr Chatterjee says Mukherjee was ""an avid film watcher"" and ""must\'ve seen"" A Star is Born.', '""But it\'s a story that is universal and probably as old as the institution of marriage itself. And what is important is that Mukherjee made it an Indian story. He gave it the Indian-ness that it needed. The film doesn\'t look like a western import, it\'s culturally rooted, which gives it value.""', ""Today, some feminists criticise the film for portraying Jaya as a meek and submissive wife, who doesn't stand up for her own rights, and for whom her husband always comes first."", 'But Ms Bhaskar says that in the time period the film was made, it had a message for both men and women which remains relevant even today, 50 years later.', '""I don\'t know how many men got it but Abhimaan\'s message was clear - that jealousy and ego have consequences. And the message for women was not to take rubbish from their husbands beyond a point.""', ""She points out that Jaya's character leaves him and returns to her village when he behaves badly."", '""She\'s sad and depressed, she has a miscarriage, but she has enough self-respect to not reach out to him or plead with him to take her back. She goes back with him on her own terms - only when he comes to take her, when he acknowledges that he\'s been wrong.""', 'In the time period it was set in, she says, it was ""usual"" for films to have a happy ending and the audiences wouldn\'t have accepted otherwise, but Abhimaan was ""unusual"" in the sense that ""it showed the man to be the weaker of the two, he\'s the one who can\'t cope when the limelight shifts to his wife"".', 'And Bachchan, with his remarkably real performance of a ""very flawed"" character, made it his own.']"
Iraq War: Ali Abbas lost both arms in the war,https://www.bbc.com/news/world-middle-east-64976639,[]
Imran Khan: Look at all these tear gas shells from inside my compound,https://www.bbc.com/news/world-asia-64963543,[]
Quiz of the week: What is causing a pong in Paris?,https://www.bbc.com/news/world-64976139,"[""It's the weekly news quiz - how closely have you been paying attention to what's been going on in the world over the past seven days?"", 'If you cannot see the quiz, follow this link.', ""Try last week's quiz via this link."", 'Compiled by James Percy', 'What information do we collect from this quiz? Privacy notice.']"
Ryan Reynolds' Mint Mobile sale to T-Mobile earns actor over $300m,https://www.bbc.com/news/world-us-canada-64984291,"['Hollywood star Ryan Reynolds is the latest celebrity to make bank through savvy investments that are a world away from his onscreen acting performances.', 'The Canadian actor is set to rake in over $300m (£248m) after a telecoms firm in the US offered to buy a smaller phone network that he owns a stake in.', 'The co-owner of Welsh football team Wrexham AFC also sold a gin brand he co-owned in 2020 for a reported $610m.', 'He also still appears in films as one of the highest-paid actors worldwide.', 'The Deadpool star is expected to see a major payday after T-Mobile, the second largest mobile phone carrier in the US, agreed to purchase a company that Reynolds has invested in.', 'Reynolds owns a reported 25% of budget telecoms firm Mint Mobile, which is included in the $1.35bn deal with T-Mobile.', '""We are so happy T-Mobile beat out an aggressive last-minute bid from my mom Tammy Reynolds,"" he joked in a press release announcing the sale.', ""The Detective Pikachu and Green Lantern A-lister has been actively involved in Mint's advertising campaigns through his firm Maximum Effort."", 'Maximum Effort has also created ads for Peloton, as well as his gin brand, Aviation American Gin, which he sold to spirits giant Diageo in 2020.', 'In a recent interview for the Wall Street Journal, he described the company\'s work as ""fastvertising"" - aiming to create short viral adverts.', '""Everything we do is scrappy. It\'s fast, it\'s inexpensive, character over spectacle,"" he said.', ""Reynolds began his acting career in the 1990s and has starred in films like Deadpool 2, Hitman's Wife's Bodyguard, The Adam Project and Free Guy."", 'He was the second highest-paid actor in the world in 2020, according to Forbes, regularly making over $20m per film, coming in behind Dwayne ""The Rock"" Johnson.', 'In a 2018 interview on daytime chat show Live with Kelly and Michael, he recalled his first acting gig in 1991 as a teenager with a side job delivering newspapers.', 'He said that the role paid $150.', '""For me, I thought I was like a gajillionaire,"" Reynolds said. ""For a 150 bucks a day it was like a dream come true.""', ""In 2021 he bought Wrexham United AFC with Rob McElhenney, the co-creator of long-running cult comedy series It's Always Sunny in Philadelphia, in a deal worth $2.5m."", 'The pair went on to create a documentary series about the team titled Welcome to Wrexham.', 'In the past few years, rumours have swirled that he may seek to buy the Ottawa Senators hockey team.', 'Reynolds is one of many celebrities investing in non-acting projects.', 'Ashton Kutcher famously owns a venture capital firm with stakes in Uber, Skype and Airbnb. Snoop Dogg and Jared Leto are both investors in Reddit, to name just a few examples.', 'Despite his fortune, Reynolds continues to act. He is due to star in Deadpool 3 alongside actor Hugh Jackman playing the role of Wolverine next year.']"
