User,Tweet,Link,Date
elonmusk,Yesterday https://t.co/RP2vhWf6F3,https://twitter.com/elonmusk/status/1634420874127327233,2023-03-11 05:07:57+00:00
elonmusk,@henrygrabar This article is false,https://twitter.com/elonmusk/status/1634420021551038465,2023-03-11 05:04:33+00:00
elonmusk,@MuskUniversity ⚔️,https://twitter.com/elonmusk/status/1634408543095775232,2023-03-11 04:18:57+00:00
elonmusk,@KeithOlbermann Have you considered a career in comedy?,https://twitter.com/elonmusk/status/1634406393594761221,2023-03-11 04:10:24+00:00
elonmusk,@minliangtan I’m open to the idea,https://twitter.com/elonmusk/status/1634374859043270678,2023-03-11 02:05:06+00:00
elonmusk,@BillyM2k @minliangtan 🤣,https://twitter.com/elonmusk/status/1634374788474097664,2023-03-11 02:04:49+00:00
elonmusk,@DailyCaller 🤣🤣🤣,https://twitter.com/elonmusk/status/1634372826634539008,2023-03-11 01:57:01+00:00
elonmusk,@gaborgurbacs Comforting …,https://twitter.com/elonmusk/status/1634362787987353600,2023-03-11 01:17:08+00:00
elonmusk,@heydave7 @mrjonfinger Midjourney is very impressive,https://twitter.com/elonmusk/status/1634361720373387264,2023-03-11 01:12:53+00:00
elonmusk,@TomFitton This sounds insane! What did they review?,https://twitter.com/elonmusk/status/1634361370757181440,2023-03-11 01:11:30+00:00
elonmusk,@HXMnCK @TitterDaily 🤣,https://twitter.com/elonmusk/status/1634360735143972874,2023-03-11 01:08:58+00:00
elonmusk,"@MatthewJshow I’m not part of MAGA, but I do believe in fairness of justice. 

Chansley was falsely portrayed in the media as a violent criminal who tried to overthrow the state and who urged others to commit violence.

But here he is urging people to be peaceful and go home. And the other…",https://twitter.com/elonmusk/status/1634350493526016001,2023-03-11 00:28:17+00:00
elonmusk,@TheBabylonBee The gerontocracy is real,https://twitter.com/elonmusk/status/1634345140914630657,2023-03-11 00:07:00+00:00
elonmusk,https://t.co/tTMWOHcUom,https://twitter.com/elonmusk/status/1634343907827019776,2023-03-11 00:02:06+00:00
elonmusk,@jameslavish Wow!,https://twitter.com/elonmusk/status/1634343600367730689,2023-03-11 00:00:53+00:00
elonmusk,"Chansley got 4 years in prison for a non-violent, police-escorted tour!?

Dave Chapelle was violently assaulted on stage by a guy with a knife. That guy got a $3000 fine &amp; no prison time.",https://twitter.com/elonmusk/status/1634336094664916992,2023-03-10 23:31:04+00:00
elonmusk,Free Jacob Chansley,https://twitter.com/elonmusk/status/1634332829860646914,2023-03-10 23:18:05+00:00
elonmusk,@TheRabbitHole84 !,https://twitter.com/elonmusk/status/1634301010352148481,2023-03-10 21:11:39+00:00
elonmusk,@ShellenbergerMD Very entertaining 🤣,https://twitter.com/elonmusk/status/1634283988830531584,2023-03-10 20:04:01+00:00
elonmusk,@BillyM2k He studied the blade,https://twitter.com/elonmusk/status/1634238657338159105,2023-03-10 17:03:53+00:00
elonmusk,@JonathanTurley Wow,https://twitter.com/elonmusk/status/1634116131270295552,2023-03-10 08:57:00+00:00
elonmusk,@allgarbled 😂,https://twitter.com/elonmusk/status/1634115861975044096,2023-03-10 08:55:56+00:00
elonmusk,@Teslaconomics https://t.co/gBOq3Yp1yH,https://twitter.com/elonmusk/status/1634115413155139584,2023-03-10 08:54:09+00:00
elonmusk,@Teslaconomics Arabesque,https://twitter.com/elonmusk/status/1634111660976898050,2023-03-10 08:39:14+00:00
elonmusk,@ZubyMusic 💯,https://twitter.com/elonmusk/status/1634109695945502720,2023-03-10 08:31:26+00:00
elonmusk,@bariweiss @ShellenbergerMD @mtaibbi Hall-of-Famer,https://twitter.com/elonmusk/status/1634103672891375616,2023-03-10 08:07:30+00:00
elonmusk,@WallStreetSilv The gerontocracy is real,https://twitter.com/elonmusk/status/1634099156859121664,2023-03-10 07:49:33+00:00
elonmusk,@JowuaLife @WholeMarsBlog @DirtyTesLa Glad he’s finally seen the light 😂,https://twitter.com/elonmusk/status/1634024439573811200,2023-03-10 02:52:39+00:00
elonmusk,@DogecoinNorway @micsolana 🤣,https://twitter.com/elonmusk/status/1634015505588662272,2023-03-10 02:17:09+00:00
elonmusk,@DrJBhattacharya Absolutely,https://twitter.com/elonmusk/status/1634011474619162625,2023-03-10 02:01:08+00:00
elonmusk,@ID_AA_Carmack 💯,https://twitter.com/elonmusk/status/1633990186978758656,2023-03-10 00:36:33+00:00
elonmusk,"To be alerted about new tweets from any account, tap the bell symbol on the profile page https://t.co/GxfsWpduwV",https://twitter.com/elonmusk/status/1633985037375877120,2023-03-10 00:16:05+00:00
elonmusk,"@ggreenwald I think we should listen carefully to DWS, given that she is such an expert in ethics violations 😂 

She was forced to resign as DNC chair after being bust rigging the nomination against Bernie! @DWStweets 

https://t.co/CFkEMjSMJG",https://twitter.com/elonmusk/status/1633984026800168961,2023-03-10 00:12:04+00:00
elonmusk,@MattWallace888 @iheartmindy @SenSchumer This is unjust.,https://twitter.com/elonmusk/status/1633977810967572481,2023-03-09 23:47:22+00:00
elonmusk,@iheartmindy @SenSchumer Seriously!? This is messed up.,https://twitter.com/elonmusk/status/1633969052971401217,2023-03-09 23:12:34+00:00
elonmusk,@danprimack This is such lamé propaganda lol,https://twitter.com/elonmusk/status/1633968720748896258,2023-03-09 23:11:15+00:00
elonmusk,@anothercohen True,https://twitter.com/elonmusk/status/1633968208133644291,2023-03-09 23:09:13+00:00
elonmusk,@cb_doge Accurate. How did media go from questioning authority to doing their bidding as a collective NPC hivemind!?,https://twitter.com/elonmusk/status/1633966756107624448,2023-03-09 23:03:26+00:00
elonmusk,https://t.co/IYlRo3fd59,https://twitter.com/elonmusk/status/1633963976945008643,2023-03-09 22:52:24+00:00
elonmusk,"@CollinRugg I’m not his source, but, yeah, obviously asking journalists to reveal sources is not cool",https://twitter.com/elonmusk/status/1633949685600714752,2023-03-09 21:55:37+00:00
elonmusk,@micsolana Good thing LAT has “real” journalists,https://twitter.com/elonmusk/status/1633938395482259456,2023-03-09 21:10:45+00:00
elonmusk,@micsolana wow,https://twitter.com/elonmusk/status/1633938178858991616,2023-03-09 21:09:53+00:00
elonmusk,@alx @ShellenbergerMD @bariweiss Comedy gold!!,https://twitter.com/elonmusk/status/1633930785785872384,2023-03-09 20:40:30+00:00
elonmusk,"@BillyM2k Yeah, that’s really mind-blowing. Our sun will massively expand &amp; engulf Earth in the future, so it won’t be tiny forever.",https://twitter.com/elonmusk/status/1633930453727035394,2023-03-09 20:39:11+00:00
elonmusk,@ShellenbergerMD Great work! This is *actually* important for the health of our democracy.,https://twitter.com/elonmusk/status/1633929909658632194,2023-03-09 20:37:02+00:00
elonmusk,@JonathanTurley So bizarre!,https://twitter.com/elonmusk/status/1633929028846460931,2023-03-09 20:33:32+00:00
elonmusk,@BillyM2k Heard good things about Atomic Heart,https://twitter.com/elonmusk/status/1633927356220862465,2023-03-09 20:26:53+00:00
elonmusk,@BillyM2k Dead Space remake is good,https://twitter.com/elonmusk/status/1633927244589441024,2023-03-09 20:26:26+00:00
elonmusk,@BillyM2k !,https://twitter.com/elonmusk/status/1633926615578079232,2023-03-09 20:23:56+00:00
elonmusk,@KanekoaTheGreat GEC should be defunded.,https://twitter.com/elonmusk/status/1633882208057569281,2023-03-09 17:27:29+00:00
elonmusk,@DrJBhattacharya Stanford is damaging its name by allowing its use by the SIO propaganda machine @Stanford,https://twitter.com/elonmusk/status/1633881786617823261,2023-03-09 17:25:48+00:00
elonmusk,@greg_price11 🔥,https://twitter.com/elonmusk/status/1633881155924819968,2023-03-09 17:23:18+00:00
